,train_no,train_name,source,destination,train_link
0,15609,Abadh Assam Express,Guwahati,Lalgarh Junction,https://www.prokerala.com//travel/indian-railway/trains/abadh-assam-express-20.html
1,58719,Abhanpur Rajim NG Passenger,Abhanpur Junction,Rajim,https://www.prokerala.com//travel/indian-railway/trains/abhanpur-rajim-ng-passenger-5172.html
2,58721,Abhanpur Rajim NG Passenger,Abhanpur Junction,Rajim,https://www.prokerala.com//travel/indian-railway/trains/abhanpur-rajim-ng-passenger-5174.html
3,54703,Abohar Jodhpur Passenger,Abohar,Jodhpur Junction,https://www.prokerala.com//travel/indian-railway/trains/abohar-jodhpur-passenger-4119.html
4,79438,Abu Road Mahesana  DEMU,Abu Road,Mehsana Junction,https://www.prokerala.com//travel/indian-railway/trains/abu-road-mahesana-demu-7437.html
5,55338,Achhnera Kasganj Fast Passenger,Achhnera Junction,Kasganj,https://www.prokerala.com//travel/indian-railway/trains/achhnera-kasganj-fast-passenger-4360.html
6,22188,Adhartal Habibganj Intercity Express,Adhartal,Bhopal Habibganj,https://www.prokerala.com//travel/indian-railway/trains/adhartal-habibganj-intercity-express-2665.html
7,17409,Adilabad Hazur Sahib Nanded Express,Adilabad,Nanded,https://www.prokerala.com//travel/indian-railway/trains/adilabad-hazur-sahib-nanded-express-3022.html
8,07501,Adilabad Pandharpur Ekadashi Special,Adilabad,Pandharpur,https://www.prokerala.com//travel/indian-railway/trains/adilabad-pandharpur-ekadashi-special-9952.html
9,57554,Adilabad Parli Vaijnath Passenger,Adilabad,Parli Vaijnath,https://www.prokerala.com//travel/indian-railway/trains/adilabad-parli-vaijnath-passenger-4989.html
10,57552,Adilabad Purna Passenger,Adilabad,Purna Junction,https://www.prokerala.com//travel/indian-railway/trains/adilabad-purna-passenger-4987.html
11,58019,Adra - Asansol Passenger,Adra Junction,Asansol Junction,https://www.prokerala.com//travel/indian-railway/trains/adra-asansol-passenger-5051.html
12,58621,Adra - Barkakana Passenger,Adra Junction,Barkakana,https://www.prokerala.com//travel/indian-railway/trains/adra-barkakana-passenger-5158.html
13,58602,Adra - Kharagpur Passenger,Adra Junction,Kharagpur Junction,https://www.prokerala.com//travel/indian-railway/trains/adra-kharagpur-passenger-5155.html
14,68045,Adra Asansol Memu,Adra Junction,Asansol Junction,https://www.prokerala.com//travel/indian-railway/trains/adra-asansol-memu-9486.html
15,68061,Adra Asansol MEMU,Adra Junction,Asansol Junction,https://www.prokerala.com//travel/indian-railway/trains/adra-asansol-memu-6577.html
16,68063,Adra Asansol MEMU,Adra Junction,Asansol Junction,https://www.prokerala.com//travel/indian-railway/trains/adra-asansol-memu-6579.html
17,68065,Adra Asansol MEMU,Adra Junction,Asansol Junction,https://www.prokerala.com//travel/indian-railway/trains/adra-asansol-memu-6581.html
18,68067,Adra Asansol MEMU,Adra Junction,Asansol Junction,https://www.prokerala.com//travel/indian-railway/trains/adra-asansol-memu-6583.html
19,68069,Adra Asansol MEMU,Adra Junction,Asansol Junction,https://www.prokerala.com//travel/indian-railway/trains/adra-asansol-memu-6585.html
20,68053,Adra Barabhum MEMU,Adra Junction,Barabhum,https://www.prokerala.com//travel/indian-railway/trains/adra-barabhum-memu-6569.html
21,68077,Adra Bhaga MEMU,Adra Junction,Bhaga Junction,https://www.prokerala.com//travel/indian-railway/trains/adra-bhaga-memu-6593.html
22,68075,Adra Bhojudih MEMU,Adra Junction,Bhojudih Junction,https://www.prokerala.com//travel/indian-railway/trains/adra-bhojudih-memu-6591.html
23,68082,Adra Bishnupur MEMU,Adra Junction,Bishnupur,https://www.prokerala.com//travel/indian-railway/trains/adra-bishnupur-memu-6598.html
24,68084,Adra Bishnupur MEMU,Adra Junction,Bishnupur,https://www.prokerala.com//travel/indian-railway/trains/adra-bishnupur-memu-6600.html
25,68098,Adra Garhbeta MEMU,Adra Junction,Garhbeta,https://www.prokerala.com//travel/indian-railway/trains/adra-garhbeta-memu-6610.html
26,68041,Adra Junction Barkakana,Adra Junction,Barkakana,https://www.prokerala.com//travel/indian-railway/trains/adra-junction-barkakana-9484.html
27,68071,Adra Khanudih MEMU,Adra Junction,Khanudih,https://www.prokerala.com//travel/indian-railway/trains/adra-khanudih-memu-6587.html
28,68102,Adra Kharagpur Memu,Adra Junction,Kharagpur Junction,https://www.prokerala.com//travel/indian-railway/trains/adra-kharagpur-memu-9748.html
29,68090,Adra Midnapore MEMU,Adra Junction,Midnapore,https://www.prokerala.com//travel/indian-railway/trains/adra-midnapore-memu-6604.html
30,68057,Adra Purulia MEMU,Adra Junction,Purulia Junction,https://www.prokerala.com//travel/indian-railway/trains/adra-purulia-memu-6573.html
31,22862,Adra Shalimar Rajya Rani Express,Adra Junction,Kolkata Shalimar,https://www.prokerala.com//travel/indian-railway/trains/adra-shalimar-rajya-rani-express-2126.html
32,79482,Adraj Moti Vijapur MG Rail Bus,Adraj Moti,Vijapur,https://www.prokerala.com//travel/indian-railway/trains/adraj-moti-vijapur-mg-rail-bus-7457.html
33,79484,Adraj Moti Vijapur MG Rail Bus,Adraj Moti,Vijapur,https://www.prokerala.com//travel/indian-railway/trains/adraj-moti-vijapur-mg-rail-bus-7459.html
34,52575,Agartala - Dharmanagar (Meter Gauge) Passenger,Darjeeling,Darjeeling Joy Ride,https://www.prokerala.com//travel/indian-railway/trains/agartala-dharmanagar-meter-gauge-passenger-3484.html
35,52579,Agartala - Dharmanagar (Meter Gauge) Passenger,Agartala,Dharmanagar,https://www.prokerala.com//travel/indian-railway/trains/agartala-dharmanagar-meter-gauge-passenger-3488.html
36,05665,Agartala - Dharmanagar Passenger Special,Agartala,Dharmanagar,https://www.prokerala.com//travel/indian-railway/trains/agartala-dharmanagar-passenger-special-7601.html
37,05652,Agartala - Guwahati Passenger Special,Agartala,Guwahati,https://www.prokerala.com//travel/indian-railway/trains/agartala-guwahati-passenger-special-7850.html
38,15696,Agartala - Lumding Express,Agartala,Lumding Junction,https://www.prokerala.com//travel/indian-railway/trains/agartala-lumding-express-5.html
39,52563,Agartala - Silchar (Meter Gauge) Passenger,Agartala,Silchar,https://www.prokerala.com//travel/indian-railway/trains/agartala-silchar-meter-gauge-passenger-3474.html
40,05663,Agartala - Silchar Passenger Special,Agartala,Silchar,https://www.prokerala.com//travel/indian-railway/trains/agartala-silchar-passenger-special-7599.html
41,00307,Agartala Ambala Cantonment Election Special,Agartala,Ambala Cantonment,https://www.prokerala.com//travel/indian-railway/trains/agartala-ambala-cantonment-election-special-9561.html
42,20501,Agartala Anand Vihar Terminal Rajdhani Express,Agartala,Anand Vihar Terminus,https://www.prokerala.com//travel/indian-railway/trains/agartala-anand-vihar-terminal-rajdhani-express-8678.html
43,12504,Agartala Bengaluru Cantt Humsafar Express,Agartala,Bangalore Cantonment,https://www.prokerala.com//travel/indian-railway/trains/agartala-bengaluru-cantt-humsafar-express-7895.html
44,15626,Agartala Deoghar Weekly Express,Agartala,Deoghar,https://www.prokerala.com//travel/indian-railway/trains/agartala-deoghar-weekly-express-9151.html
45,55675,Agartala Dharmanagar Passenger,Agartala,Dharmanagar,https://www.prokerala.com//travel/indian-railway/trains/agartala-dharmanagar-passenger-8106.html
46,55679,Agartala Dharmanagar Passenger,Agartala,Dharmanagar,https://www.prokerala.com//travel/indian-railway/trains/agartala-dharmanagar-passenger-8110.html
47,01666,Agartala Habibganj Special Fare Special,Agartala,Bhopal Habibganj,https://www.prokerala.com//travel/indian-railway/trains/agartala-habibganj-special-fare-special-9284.html
48,00356,Agartala Hatia Election Special,Agartala,Hatia,https://www.prokerala.com//travel/indian-railway/trains/agartala-hatia-election-special-10062.html
49,05604,Agartala Kolkata Chitpur Special,Agartala,Kolkata,https://www.prokerala.com//travel/indian-railway/trains/agartala-kolkata-chitpur-special-10162.html
50,07682,Agartala Sabroom  DEMU,Agartala,Sabroom,https://www.prokerala.com//travel/indian-railway/trains/agartala-sabroom-demu-9648.html
51,07684,Agartala Sabroom  DEMU,Agartala,Sabroom,https://www.prokerala.com//travel/indian-railway/trains/agartala-sabroom-demu-9650.html
52,07688,Agartala Sabroom  DEMU,Agartala,Sabroom,https://www.prokerala.com//travel/indian-railway/trains/agartala-sabroom-demu-9653.html
53,00514,Agartala Shri Mata Vaishno Devi Katra Bharat Darshan,Murkeongselek,Gogamukh,https://www.prokerala.com//travel/indian-railway/trains/agartala-shri-mata-vaishno-devi-katra-bharat-darshan-9922.html
54,55663,Agartala Silchar Passenger,Agartala,Silchar,https://www.prokerala.com//travel/indian-railway/trains/agartala-silchar-passenger-8104.html
55,55682,Agartala Udaipur Tripura Passenger,Agartala,Belonia,https://www.prokerala.com//travel/indian-railway/trains/agartala-udaipur-tripura-passenger-8113.html
56,55684,Agartala Udaipur Tripura Passenger,Agartala,Belonia,https://www.prokerala.com//travel/indian-railway/trains/agartala-udaipur-tripura-passenger-8115.html
57,12341,Agnibina Express,Howrah Junction,Asansol Junction,https://www.prokerala.com//travel/indian-railway/trains/agnibina-express-30.html
58,12342,Agnibina Express,Asansol Junction,Howrah Junction,https://www.prokerala.com//travel/indian-railway/trains/agnibina-express-31.html
59,12547,Agra Cantt Ahmedabad Super Fast Express,Agra Cantonment,Ahmedabad Junction,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-ahmedabad-super-fast-express-1582.html
60,64952,Agra Cantt Bayana MEMU,Agra Cantonment,Bayana Junction,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-bayana-memu-6428.html
61,51901,Agra Cantt Delhi Passenger,Agra Cantonment,Delhi,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-delhi-passenger-3267.html
62,64160,Agra Cantt Etawah MEMU,Agra Cantonment,Etawah,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-etawah-memu-6284.html
63,51882,Agra Cantt Gwalior Fast Passenger,Agra Cantonment,Gwalior,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-gwalior-fast-passenger-3262.html
64,64953,Agra Cantt Hazrat Nizamuddin MEMU,Agra Cantonment,Hazrat Nizamuddin,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-hazrat-nizamuddin-memu-6429.html
65,51816,Agra Cantt Jhansi Passenger,Agra Cantonment,Jhansi Junction,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-jhansi-passenger-3234.html
66,51832,Agra Cantt Jhansi Passenger,Agra Cantonment,Jhansi Junction,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-jhansi-passenger-3250.html
67,13168,Agra Cantt Kolkata Weekly Express,Agra Cantonment,Kolkata,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-kolkata-weekly-express-5494.html
68,12320,Agra Cantt Kolkata Weekly Super Fast Express,Agra Cantonment,Kolkata,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-kolkata-weekly-super-fast-express-1479.html
69,71909,Agra Cantt Mainpuri  DEMU,Agra Cantonment,Mainpuri,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-mainpuri-demu-6771.html
70,14211,Agra Cantt New Delhi Intercity Express,Agra Cantonment,New Delhi,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-new-delhi-intercity-express-761.html
71,64957,Agra Cantt Palwal MEMU,Agra Cantonment,Palwal,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-palwal-memu-6432.html
72,64955,Agra Cantt Tundla MEMU,Agra Cantonment,Tundla Junction,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-tundla-memu-6430.html
73,09052,Agra Cantt Udhna Super Fast Special,Agra Cantonment,Udhna Junction,https://www.prokerala.com//travel/indian-railway/trains/agra-cantt-udhna-super-fast-special-9883.html
74,12195,Agra Fort Ajmer Intercity Super Fast Express,Agra Fort,Ajmer Junction,https://www.prokerala.com//travel/indian-railway/trains/agra-fort-ajmer-intercity-super-fast-express-1424.html
75,22988,Agra Fort Ajmer Super Fast Express,Agra Fort,Ajmer Junction,https://www.prokerala.com//travel/indian-railway/trains/agra-fort-ajmer-super-fast-express-9165.html
76,04191,Agra Fort Etah Passenger Special,Agra Fort,Etah,https://www.prokerala.com//travel/indian-railway/trains/agra-fort-etah-passenger-special-8278.html
77,12036,Agra Fort Jaipur Shatbdi,Agra Fort,Jaipur,https://www.prokerala.com//travel/indian-railway/trains/agra-fort-jaipur-shatbdi-2297.html
78,55334,Agra Fort Kasganj Passenger,Agra Fort,Kasganj,https://www.prokerala.com//travel/indian-railway/trains/agra-fort-kasganj-passenger-4356.html
79,59814,Agra Fort Kota Passenger,Agra Fort,Kota Junction,https://www.prokerala.com//travel/indian-railway/trains/agra-fort-kota-passenger-5427.html
80,12180,Agra Fort Lucknow Junction Intercity Super Fast Express,Agra Fort,Lucknow,https://www.prokerala.com//travel/indian-railway/trains/agra-fort-lucknow-junction-intercity-super-fast-express-1417.html
81,15055,Agra Fort Ramnagar Tri weekly Express,Agra Fort,Ramnagar,https://www.prokerala.com//travel/indian-railway/trains/agra-fort-ramnagar-tri-weekly-express-5530.html
82,82612,Ahemdabad Chennai Suvidha Special,Tirunelveli Junction,Chennai Egmore,https://www.prokerala.com//travel/indian-railway/trains/ahemdabad-chennai-suvidha-special-8225.html
83,22645,Ahilya Nagari Express,Indore Junction (BG),Trivandrum Central,https://www.prokerala.com//travel/indian-railway/trains/ahilya-nagari-express-5690.html
84,22646,Ahilya Nagari Super Fast Express,Trivandrum Central,Indore Junction (BG),https://www.prokerala.com//travel/indian-railway/trains/ahilya-nagari-super-fast-express-5691.html
85,16325,Ahilyanagari Express,Indore Junction (BG),Trivandrum Central,https://www.prokerala.com//travel/indian-railway/trains/ahilyanagari-express-32.html
86,16326,Ahilyanagari Express,Trivandrum Central,Indore Junction (BG),https://www.prokerala.com//travel/indian-railway/trains/ahilyanagari-express-33.html
87,73042,Ahmadpur Katwa  DEMU,Ahmedpur Junction,Katwa,https://www.prokerala.com//travel/indian-railway/trains/ahmadpur-katwa-demu-9213.html
88,53056,Ahmadpur Katwa Passenger,Ahmedpur Junction,Katwa,https://www.prokerala.com//travel/indian-railway/trains/ahmadpur-katwa-passenger-10257.html
89,09427,Ahmedabad - Allahabad Special,Ahmedabad Junction,Allahabad Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-allahabad-special-2875.html
90,04804,Ahmedabad - Bhagat Ki Kothi Special,Jodhpur Junction,Ramdevra,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-bhagat-ki-kothi-special-2753.html
91,52939,Ahmedabad - Botad (Meter Gauge) Passenger,Ahmedabad Junction MG,Botad Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-botad-meter-gauge-passenger-3534.html
92,22920,Ahmedabad - Chennai Central HumSafar Express,Ahmedabad Junction,Chennai Central,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-chennai-central-humsafar-express-8382.html
93,52920,Ahmedabad - Himmatnagar (Meter Gauge) Passenger,Ahmedabad Junction MG,Himmatnagar,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-himmatnagar-meter-gauge-passenger-3517.html
94,52922,Ahmedabad - Himmatnagar Passenger,Ahmedabad Junction MG,Himmatnagar,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-himmatnagar-passenger-3519.html
95,09425,Ahmedabad - Jaipur Puja Special,Mumbai Central,Ahmedabad Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-jaipur-puja-special-2873.html
96,09416,Ahmedabad - Karmali Special Fare Special,Secunderabad Junction,Ahmedabad Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-karmali-special-fare-special-7675.html
97,09418,Ahmedabad - Karmali Specialfare Ganpati Special,Patna Junction,Ahmedabad Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-karmali-specialfare-ganpati-special-7677.html
98,52924,Ahmedabad - Khed Brahma (Meter Gauge) Passenger,Ahmedabad Junction MG,Khed Brahma,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-khed-brahma-meter-gauge-passenger-3521.html
99,52926,Ahmedabad - Khed Brahma (Meter Gauge) Passenger,Ahmedabad Junction MG,Khed Brahma,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-khed-brahma-meter-gauge-passenger-3523.html
100,09407,Ahmedabad - Lucknow Puja Special,Mehsana Junction,Vadnagar,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-lucknow-puja-special-2867.html
101,19912,Ahmedabad - Mahesana (Meter Gauge) InterCity Express,Ahmedabad Junction MG,Mahesana Jn,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mahesana-meter-gauge-intercity-express-3045.html
102,09420,Ahmedabad - Mangalore Super Fast AC Special,Ahmedabad Junction,Mangalore Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mangalore-super-fast-ac-special-2872.html
103,52916,Ahmedabad - Nandol Dehegam Passenger,Ahmedabad Junction MG,Nandol Dehegam,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-nandol-dehegam-passenger-3513.html
104,52918,Ahmedabad - Nandol Dehegam Passenger,Ahmedabad Junction MG,Nandol Dehegam,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-nandol-dehegam-passenger-3515.html
105,09409,Ahmedabad - Patna Super Fast Special,Ahmedabad Junction,Patna Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-patna-super-fast-special-2869.html
106,52914,Ahmedabad - Ranuj (Meter Gauge) Passenger,Ahmedabad Junction MG,Ranuj,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-ranuj-meter-gauge-passenger-3511.html
107,52912,Ahmedabad - Ranuj MG Fast Passenger,Ahmedabad Junction MG,Ranuj,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-ranuj-mg-fast-passenger-3509.html
108,19944,Ahmedabad - Udaipur Express,Ahmedabad Junction MG,Udaipur City,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-udaipur-express-28.html
109,19130,Ahmedabad - Vadodara Inter City,Ahmedabad Junction,Vadodara Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-vadodara-inter-city-2386.html
110,06504,Ahmedabad - Yesvantpur Suvidha Special,Ahmedabad Junction,Yesvantpur Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-yesvantpur-suvidha-special-5795.html
111,12548,Ahmedabad Agra Cantt Super Fast Express,Ahmedabad Junction,Agra Cantonment,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-agra-cantt-super-fast-express-1583.html
112,19417,Ahmedabad Allahabad Express,Ahmedabad Junction,Allahabad Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-allahabad-express-5631.html
113,22967,Ahmedabad Allahabad Weekly Super Fast Express,Ahmedabad Junction,Allahabad Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-allahabad-weekly-super-fast-express-7511.html
114,79430,Ahmedabad Anand  DEMU,Ahmedabad Junction,Anand Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-anand-demu-7429.html
115,69106,Ahmedabad Anand MEMU,Ahmedabad Junction,Anand Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-anand-memu-6671.html
116,69116,Ahmedabad Anand MEMU,Ahmedabad Junction,Anand Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-anand-memu-6681.html
117,69128,Ahmedabad Anand MEMU,Ahmedabad Junction,Anand Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-anand-memu-6693.html
118,69130,Ahmedabad Anand MEMU,Ahmedabad Junction,Anand Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-anand-memu-6695.html
119,14804,Ahmedabad Bhagat Ki Kothi Weekly Express,Ahmedabad Junction,Bhagat Ki Kothi,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-bhagat-ki-kothi-weekly-express-5517.html
120,06046,Ahmedabad Chennai Special Fare Special,Rameswaram,Ernakulam Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-chennai-special-fare-special-8311.html
121,15560,Ahmedabad Darbhanga Antyodaya Express,Ahmedabad Junction,Darbhanga Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-darbhanga-antyodaya-express-5834.html
122,19165,Ahmedabad Darbhanga Sabarmati Express,Ahmedabad Junction,Darbhanga Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-darbhanga-sabarmati-express-2054.html
123,09413,Ahmedabad Delhi Sarai Rohilla Humsafar Special,Ahmedabad Junction,Delhi Sarai Rohilla,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-delhi-sarai-rohilla-humsafar-special-8343.html
124,69131,Ahmedabad Gandhinagar MEMU,Ahmedabad Junction,Gandhinagar Capital,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-gandhinagar-memu-6696.html
125,19409,Ahmedabad Gorakhpur Express,Ahmedabad Junction,Gorakhpur Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-gorakhpur-express-2402.html
126,22548,Ahmedabad Gwalior Super Fast Express,Ahmedabad Junction,Gwalior,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-gwalior-super-fast-express-9163.html
127,12833,Ahmedabad Howrah Super Fast Express,Ahmedabad Junction,Howrah Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-howrah-super-fast-express-677.html
128,07017,Ahmedabad Hyderabad Special Fare Special,Ahmedabad Junction,Hyderabad Deccan,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-hyderabad-special-fare-special-8319.html
129,54805,Ahmedabad Jaipur Passenger,Ahmedabad Junction,Jaipur,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-jaipur-passenger-4151.html
130,19223,Ahmedabad Jammu Tawi Express,Ahmedabad Junction,Jammu Tawi,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-jammu-tawi-express-23.html
131,02207,Ahmedabad Jammu Tawi GR SPL,Ahmedabad Junction,Jammu Tawi,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-jammu-tawi-gr-spl-2288.html
132,54804,Ahmedabad Jodhpur Passenger,Ahmedabad Junction,Jodhpur Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-jodhpur-passenger-4150.html
133,19401,Ahmedabad Lucknow Express,Ahmedabad Junction,Lucknow,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-lucknow-express-5627.html
134,52904,Ahmedabad Mahesana (Meter Gauge) Passenger,Ahmedabad Junction MG,Mahesana Jn,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mahesana-meter-gauge-passenger-3501.html
135,52908,Ahmedabad Mahesana (Meter Gauge) Passenger,Ahmedabad Junction MG,Mahesana Jn,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mahesana-meter-gauge-passenger-3505.html
136,52910,Ahmedabad Mahesana MG Fast Passenger,Ahmedabad Junction MG,Mahesana Jn,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mahesana-mg-fast-passenger-3507.html
137,19916,Ahmedabad Mahesana MG InterCity Express,Ahmedabad Junction MG,Mahesana Jn,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mahesana-mg-intercity-express-3047.html
138,52902,Ahmedabad Mahesana Passenger,Ahmedabad Junction MG,Mahesana Jn,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mahesana-passenger-3499.html
139,52906,Ahmedabad Mahesana Passenger,Ahmedabad Junction MG,Mahesana Jn,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mahesana-passenger-3503.html
140,19420,Ahmedabad MGR Chennai Express,Ahmedabad Junction,Chennai Central,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mgr-chennai-express-5634.html
141,06052,Ahmedabad MGR Chennai Special Fare Special,Ahmedabad Junction,Chennai Central,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mgr-chennai-special-fare-special-8612.html
142,82652,Ahmedabad MGR Chennai Suvidha Special,Ahmedabad Junction,Chennai Central,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mgr-chennai-suvidha-special-8586.html
143,12932,Ahmedabad Mumbai AC Double Decker Express,Ahmedabad Junction,Mumbai Central,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mumbai-ac-double-decker-express-2336.html
144,82902,Ahmedabad Mumbai Irctc Tejas Express,Ahmedabad Junction,Mumbai Central,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mumbai-irctc-tejas-express-10279.html
145,59440,Ahmedabad Mumbai Passenger,Ahmedabad Junction,Mumbai Central,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mumbai-passenger-5362.html
146,59442,Ahmedabad Mumbai Passenger,Ahmedabad Junction,Mumbai Central,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mumbai-passenger-5364.html
147,12010,Ahmedabad Mumbai Shatabdi Express,Ahmedabad Junction,Mumbai Central,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-mumbai-shatabdi-express-1373.html
148,05270,Ahmedabad Muzaffarpur Jan Sadharan Special,Ahmedabad Junction,Muzaffarpur Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-muzaffarpur-jan-sadharan-special-8300.html
149,15270,Ahmedabad Muzaffarpur Jansadharan Express,Ahmedabad Junction,Muzaffarpur Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-muzaffarpur-jansadharan-express-2972.html
150,59547,Ahmedabad Okha Passenger,Ahmedabad Junction,Rajkot Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-okha-passenger-5384.html
151,59473,Ahmedabad Patan Passenger,Ahmedabad Junction,Patan,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-patan-passenger-5366.html
152,09411,Ahmedabad Patna AC Special Fare Special,Ahmedabad Junction,Varanasi City,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-patna-ac-special-fare-special-8341.html
153,19421,Ahmedabad Patna Express,Ahmedabad Junction,Patna Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-patna-express-5635.html
154,09417,Ahmedabad Patna Special Fare Special,Ahmedabad Junction,Patna Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-patna-special-fare-special-7676.html
155,12297,Ahmedabad Pune AC Duronto Express,Ahmedabad Junction,Pune Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-pune-ac-duronto-express-2272.html
156,11095,Ahmedabad Pune Ahimsa Express,Ahmedabad Junction,Pune Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-pune-ahimsa-express-35.html
157,18406,Ahmedabad Puri Express,Ahmedabad Junction,Puri,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-puri-express-25.html
158,12844,Ahmedabad Puri Super Fast Express,Ahmedabad Junction,Puri,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-puri-super-fast-express-24.html
159,11049,Ahmedabad Scsmt Kolhapur Express,Ahmedabad Junction,Kolhapur CSTM,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-scsmt-kolhapur-express-939.html
160,19415,Ahmedabad Shri Mata Vaishno Devi Katra Express,Ahmedabad Junction,Shri Mata Vaishno Devi Katra,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-shri-mata-vaishno-devi-katra-express-5629.html
161,19119,Ahmedabad Somnath Intercity Express,Ahmedabad Junction,Somnath,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-somnath-intercity-express-3038.html
162,19403,Ahmedabad Sultanpur Express,Ahmedabad Junction,Sultanpur,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-sultanpur-express-2396.html
163,19036,Ahmedabad Vadodara Intercity Express,Ahmedabad Junction,Vadodara Junction,https://www.prokerala.com//travel/indian-railway/trains/ahmedabad-vadodara-intercity-express-5840.html
